1.007;1.007;0.983;-1.967;0.008;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.995;1.013;1.013;-1.985;0.005;2.377;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.013;1.013;0.975;-1.958;0.008;2.367;0.999;1.002;1.008;-1.983;0.001;2.371;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.013;1.013;0.975;-1.958;0.008;2.367;0.999;1.002;1.008;-1.983;0.001;2.371;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.030;1.026;0.981;-1.956;-0.005;2.374;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.013;1.013;0.975;-1.958;0.008;2.367;0.998;1.016;1.004;-1.977;0.006;2.376;1.033;1.015;0.976;-1.956;-0.005;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.007;1.008;0.993;-1.973;0.012;2.365;0.999;1.002;1.008;-1.983;0.001;2.371;1.038;1.016;0.975;-1.954;-0.014;2.369;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.015;1.015;0.977;-1.960;0.005;2.369;0.998;1.003;1.009;-1.984;0.001;2.372;1.038;1.021;0.972;-1.951;-0.001;2.364;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.013;1.013;0.975;-1.958;0.008;2.367;0.998;1.016;1.004;-1.977;0.006;2.376;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.022;1.004;0.991;-1.969;-0.010;2.371;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.012;1.015;0.974;-1.957;0.008;2.368;0.995;1.000;1.018;-1.991;-0.001;2.373;1.027;1.011;0.988;-1.965;-0.006;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.992;1.008;1.018;-1.990;-0.000;2.379;1.025;0.984;0.983;-1.969;-0.011;2.358;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.002;1.015;0.984;-1.966;0.011;2.373;0.998;1.016;1.004;-1.977;0.006;2.376;1.034;1.001;0.983;-1.963;-0.014;2.364;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;1.002;1.018;0.994;-1.969;0.008;2.375;1.023;0.994;0.988;-1.970;-0.010;2.365;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;1.005;1.009;0.994;-1.971;0.007;2.368;1.024;0.984;0.984;-1.970;-0.010;2.359;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.022;0.998;0.983;-1.964;0.006;2.353;0.994;1.011;1.010;-1.982;0.002;2.379;1.027;0.999;0.978;-1.962;-0.010;2.365;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.995;1.013;1.013;-1.985;0.005;2.377;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;1.002;1.007;1.004;-1.979;0.006;2.370;1.027;1.011;0.988;-1.965;-0.006;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;0.995;1.013;1.013;-1.985;0.005;2.377;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.018;1.007;0.984;-1.964;0.009;2.360;0.994;1.011;1.010;-1.982;0.002;2.379;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.013;1.013;0.975;-1.958;0.008;2.367;0.994;1.011;1.010;-1.982;0.002;2.379;1.031;1.016;0.978;-1.957;-0.005;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.036;1.020;0.967;-1.949;-0.005;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;0.998;1.016;1.004;-1.977;0.006;2.376;1.026;0.999;0.979;-1.963;-0.010;2.366;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.022;0.994;0.989;-1.971;-0.010;2.365;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.992;1.008;1.018;-1.990;-0.000;2.379;1.021;0.993;0.982;-1.967;-0.015;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;0.995;1.013;1.013;-1.985;0.005;2.377;1.027;1.011;0.988;-1.965;-0.006;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.018;1.007;0.984;-1.964;0.009;2.360;0.998;1.016;1.004;-1.977;0.006;2.376;1.035;1.031;0.970;-1.948;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;1.002;1.007;1.004;-1.979;0.006;2.370;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.029;1.000;0.983;-1.965;-0.006;2.362;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.009;1.023;0.979;-1.960;0.008;2.376;0.994;1.011;1.010;-1.982;0.002;2.379;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.013;1.013;0.975;-1.958;0.008;2.367;0.998;1.016;1.004;-1.977;0.006;2.376;1.028;1.010;0.987;-1.964;-0.006;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.007;1.008;0.993;-1.973;0.012;2.365;0.998;1.016;1.004;-1.977;0.006;2.376;1.039;1.018;0.982;-1.957;-0.010;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.009;1.023;0.979;-1.960;0.008;2.376;0.994;1.011;1.010;-1.982;0.002;2.379;1.023;1.005;0.991;-1.969;-0.010;2.370;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.018;1.007;0.984;-1.964;0.009;2.360;0.994;1.011;1.010;-1.982;0.002;2.379;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.007;1.008;0.993;-1.973;0.012;2.365;0.992;1.008;1.018;-1.990;-0.000;2.379;1.033;1.015;0.976;-1.956;-0.005;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.003;1.009;-1.984;0.001;2.372;1.030;1.026;0.981;-1.956;-0.005;2.374;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.007;1.008;0.993;-1.973;0.012;2.365;0.998;1.016;1.004;-1.977;0.006;2.376;1.033;1.016;0.983;-1.959;-0.001;2.364;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.995;1.013;1.013;-1.985;0.005;2.377;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.007;1.023;0.975;-1.957;0.011;2.375;1.002;1.018;0.994;-1.969;0.008;2.375;1.025;0.995;0.993;-1.972;-0.006;2.362;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.007;1.008;0.993;-1.973;0.012;2.365;0.998;1.016;1.004;-1.977;0.006;2.376;1.031;1.026;0.980;-1.956;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.013;1.013;0.975;-1.958;0.008;2.367;0.998;1.016;1.004;-1.977;0.006;2.376;1.025;1.009;0.982;-1.962;-0.010;2.371;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.031;1.016;0.978;-1.957;-0.005;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.036;1.020;0.967;-1.949;-0.005;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.021;1.009;0.975;-1.956;0.007;2.360;0.994;1.011;1.010;-1.982;0.002;2.379;1.031;1.016;0.978;-1.957;-0.005;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;0.994;1.011;1.010;-1.982;0.002;2.379;1.021;1.005;0.992;-1.970;-0.010;2.371;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;0.998;1.016;1.004;-1.977;0.006;2.376;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.018;1.007;0.984;-1.964;0.009;2.360;0.998;1.016;1.004;-1.977;0.006;2.376;1.030;1.026;0.981;-1.956;-0.005;2.374;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.033;1.015;0.976;-1.956;-0.005;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
0.997;1.023;0.984;-1.966;0.014;2.380;0.998;1.016;1.004;-1.977;0.006;2.376;1.030;1.026;0.981;-1.956;-0.005;2.374;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.005;1.019;0.985;-1.965;0.013;2.373;0.998;1.016;1.004;-1.977;0.006;2.376;1.039;1.005;0.972;-1.955;-0.014;2.364;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.032;1.015;0.977;-1.956;-0.005;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.021;1.009;0.975;-1.956;0.007;2.360;0.998;1.016;1.004;-1.977;0.006;2.376;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.015;1.015;0.977;-1.960;0.005;2.369;0.998;1.016;1.004;-1.977;0.006;2.376;1.027;1.011;0.988;-1.965;-0.006;2.368;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.020;1.015;0.996;-1.969;-0.010;2.377;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.035;1.031;0.970;-1.948;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.994;1.011;1.010;-1.982;0.002;2.379;1.035;1.031;0.970;-1.948;-0.005;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.995;1.000;1.018;-1.991;-0.001;2.373;1.028;1.010;0.987;-1.964;-0.006;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.010;1.011;0.984;-1.965;0.010;2.366;0.998;1.016;1.004;-1.977;0.006;2.376;1.026;1.021;0.991;-1.964;-0.006;2.373;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
1.018;1.007;0.984;-1.964;0.009;2.360;0.994;1.011;1.010;-1.982;0.002;2.379;1.028;1.010;0.987;-1.964;-0.006;2.367;1.972;1.879;1.203;-1.754;-0.051;2.402;3.059;3.198;1.680;-1.717;-0.127;2.498;2.894;4.109;0.502;-1.853;0.064;2.873;4.235;2.129;-0.356;-1.447;-0.174;1.945;3.038;3.125;0.965;-1.672;0.001;2.469;
